Fecha,Rating,Titulo,Reviews
"August 17, 2019",50,El mejor de bogota,"El mejor restaurante de bogota, ambiente, calidad, servicio, muy recomendado, carta amplia para comer lo que desees !!"
"August 7, 2019",50,Excelente lugar y comida. 100% recomendado,"El ambiente, la musica, la comida y atencion son excelentes en Andres Carne de Res. 100% recomendado."
"August 6, 2019",40,Agradable pero costoso,"Es un lugar maravilloso, agradable, divertido y aunque la comida es deliciosa, me parecen un poco excesivos los precios."
"August 3, 2019",50,Siempre funciona y funcionará bien,"Definitivamente un restaurante tan tradicional e icono o es un lugar para visitar, disfrutar y recomendar"
"July 28, 2019",50,Excelente!,"Lugar muy bueno para compartir empareja y en familia, ambiente acogedor y platos muy deliciosos y precios accesibles."
"July 27, 2019",30,Inmenso,"5 pisos de curiosidades por ver, una carpa de circo muchos corazones ollas frutas escenas divertidas por ver !"
"July 22, 2019",50,EL Restaurante,Es un gran restaurante...bar...de todo. Fuera de lo comun...no lo encuentras en ninguna otra parte...la carta...los ambientes...la comida...muy rico.
"July 21, 2019",50,Increible,Mejor experiencia en Latinoamérica. Desde la comida hasta la experiencia del servicio. 100% recomendado.
"July 12, 2019",50,Acogedor lugar en El Dorado,"Excelente merienda. Empleados súper amables y atentos. Café, tortica de almojabana y croissant de primer nivel."
"July 11, 2019",40,"una experiencia unica, ambiente excelente, comida muy rica, servicio muy bueno","una experiencia unica, ambiente excelente, comida muy rica, servicio muy bueno. Una oportunidad unica para conocer al pueblo colombiano"
"July 9, 2019",50,Buen lugar,"Excelente atencion, buena calidad, excelente ambiente colorido y muy buena comida. Una grata visita del lugar."
"June 23, 2019",40,Lugar infaltable en las visitas a Bogotá,"Aunque muy concurrido, la atención es buena y la experiencia gastronómica memorable. Es casi un lugar de culto."
"June 17, 2019",50,Excelente,"Muy buena relación entre precio y servicio recibido, la comida y el ambiente son excelentes! Nos sentimos muy a gusto."
"June 4, 2019",40,Mejorar el servicio,Los colaboradores deben capacitarse en mejorar el servicio y la experiencia en el establecimiento gastronómico .
"June 3, 2019",50,Desayuno espectacular,Delicioso. Tamal con huevos pericos y ateos de choclo. Los demás. Papaya. Jugos. Etc. Todo Excelente. Recomendado. Eso si $$$.
"May 27, 2019",50,El sabor de la comida es toda un experiencia,"La atencion desde la llegada al restaurant es bastante amigable y cortes, la atencion del muchacho que nos atendio maravillosa"
"May 16, 2019",20,la comida,el local el anbiente acogedor tiene fama pero la comida no tan bueno en canbio el restauran boyancence exelente
"May 9, 2019",10,Pesimoo,"Pesimoooo el servicio demorado, comida normal, precios excesivamente costosos, musica y ruido constante.. Nada rwcomendado😆"
"May 4, 2019",50,Imperdible en Bogota. Único en el mundo.,"Para lo que quieras el mejor lugar! Mi Restoran/bar/disco y restoran familiar favorito. Rica comida, ambiente increíble, decoración maravillosa."
"May 3, 2019",40,Típica comida de Colombia en Carnes,"Lugar típico de carnes, varios pisos, banda en vivo. Ideal para festejos y salidas grupales; sin embargo MUY RUIDOSO"
"May 2, 2019",50,excelente lugar,la comida muy buena y a unos precios accesibles full recomendado recomiendo las carnes y la comida tipica
"May 2, 2019",10,Costoso y malo,"El servicio es pésimo, hasta las servilletas las cobran. La comida es mala, las carnes duras y a veces rancias"
"May 1, 2019",40,Good picadura👍🏻,Buena comida y un servicio excelente hacen de este restaurant un sitio agradable para ir con la familia a comer.
"April 30, 2019",50,Buena comida y diversión!,"Un lugar impactante por su decoración, de buenas atenciones, rica comida y espectacular ambiente. Lo recomiendo!"
"April 27, 2019",30,Mejor el continente que el contenido,Vale la pena por el espectáculo pero la carne es muy normal y la comida en general es muy corriente.
"April 19, 2019",50,Una experiencia gastronómica,"Me encanta este lugar, la comida es deliciosa y el ambiente es inigualable. Lugar obligado para visitar!"
"April 16, 2019",50,Andrés Carne de Res @Bogotá es la mera Rumba!,"Deliciosa comida, excelente ambiente, buen servicio y buenos tragos! Un poco lejos del centro pero vale la pena!"
"April 6, 2019",50,Viaje a Colombia,"Me encantó el concepto 3 pisos de arte y diseño de música y ambiente, la comida deliciosa! Volvería siempre!"
"April 3, 2019",50,Impecable,Excelente atención y buena comida. La ambientación merece un capítulo aparte Nada está librado al azar Un 10
"March 31, 2019",50,Excelente experiencia,"Es un sitio espectacular, agradable, muy buena comida y cocteles, atención de todo el personal excelente"
"March 13, 2019",50,Excelente Comida,"un lugar para disfrutar en familia, la comida es muy economica, y son tipicos de colombia, recomendado al 100%"
"February 10, 2019",50,Obligatorio,"Es obligatorio ir al de Chia. Su ambiente, el servicio y la comida son insuperables. Es toda una experiencia inolvidable"
"January 17, 2019",50,Un must!,Hay que ir si o si! Excelente experiencia y la gastronomía buenisisima! El personal muy atento y amable!
"January 9, 2019",40,Buen ambiente para celebraciones,"Ambientación muy original y creativa, amplia y variada carta, buen servicio y buena relacion calidad/precio"
"January 7, 2019",50,EXCELENTE COMIDA,"Buenos días, El sitio es fantastico en cuanto a su decoración, el ambiente formidable y la comida genial"
"January 3, 2019",40,Celebración de cumpleaños,Buena atención. Excelente servicio a la mesa. Por eso cada vez que puedo vamos a compartir en tan excelente restaurante
"December 16, 2018",20,Costoso y mal servicio,"Más de 45min esperando por una entrada, luego 40 minutos más por un plato fuerte... Meseros con poco servicio"
"December 12, 2018",20,Te cobran el payaso.,"Por ver un payaso y unos cachivaches, te atracan descaradamente. Pura fama. Sitio snob. Comida muy normalita."
"December 12, 2018",50,Fuimos a comer,Delicioso ....me encanta ver al dueño realizando tareas como uno más....fuera de este mundo...vale la pena ir siempre
"December 11, 2018",50,Almuerzo diferente y variado,"Esse sítio es perfecto para comidas típicas de Colombia, ceviche, barriga de cerdo, patacones, plátano chips. La decoración es buenísima."
"November 20, 2018",50,Licenciado,Sitio agradable para disfrutar su exquisita comida y rumba mejor atención bien ambiente familiar cerca a Bogota
"November 18, 2018",30,Para ir una vez!,"Es un sitio famoso por su decoración y entretenimiento,sin embargo la comida no es nada del otro mundo."
"November 8, 2018",50,Para todos los paladares,Tremenda oferta de variedades de cortes de carnes y elaboración foodie para todos los paladares.Muy pintoresca ambientación.Lugar unico
"October 29, 2018",40,RICO RICO,"antojos para todos, gran calidad y servivio en sus platos y atencion, un ambiente agradable para compartir."
"October 24, 2018",50,Muy buen lugar,"Me encanto el lugar, la decoracion.... los tragos..... el ambiente....la musica en vivo.... y la comida muy rica...100% recomendable!!!"
"October 22, 2018",50,Gran nivel,"La comida espectacular, música, atención y ambiente inigualables, recomiendo plenamente este sitio. Vale la pena."
"October 8, 2018",40,Buena Comida y Variedad,"Es un lugar agradable con mucha variedad,el personal es atento y el ambiente es ideal para compartir"
"October 2, 2018",40,Reuniones Familiares,"De los mejores lugares para disfrutar reuniones de amigos, familia y emoresas....su comida y atención del personal es excelente."
"September 17, 2018",50,Delicioso,"El ambiente es súper, muy al estilo Rolo. Es un lugar para compartir cualquier celebración. La comida estaba sabrosa."
"September 15, 2018",50,Excelente,"Que buen restaurante y el ambiente es espectacular, se puede ir y comer cualquier cosa que todo es bueno."
"September 14, 2018",50,hay que ir,"un restaurante de 3 pisos, del infierno al cielo. Muy bien ambietado muy buenos platos buenas bebidas buena atencion"
"September 9, 2018",50,Lo.mejor de Bogotá,Divertido! Un lugar para ir cada vez que tenga la oportunidad sComida colombiano muy aceptable! Genial!
"August 28, 2018",30,no es nada del otro mundo,"me parece costosdo, muy normal la comida, los precvios son muy elevados, el humero es mejor, hay sitios mejores"
"August 26, 2018",50,Mejor comida mejor servicio.,Simplemente perfecto. La comida es realmente deliciosa y el servicio es impecable. Buen ambiente para cualquier ocasión.
"August 20, 2018",50,Excelente,"Excelente comida, el servicio fabuloso, las instalaciones geniales. Ademas recibomos souvenir, cantantes en la mesa, en fin...experiencia inolvidable"
"August 13, 2018",40,Esmero por ser mejores,"Ambiente agradable, comida bien preparada, siempre bien acompañados, noches ambientadas, buena musica, muy exquisito el lugar y comida."
"August 6, 2018",50,Delicioso,"La comida es realmente deliciosa. Un poco caro, eso sí, pero merece la pena. Los cóckteles también estaban buenísimos."
"July 29, 2018",50,Lo mejor en comidas y servicio,"Excelente lugar, no encontrarás uno menor en calidad y servicio, eso sí hay que tener buen presupuesto"
"July 22, 2018",50,Excelente,"La comida es deliciosa, el restaurante esta bien organizado y adecuado y la atenciones muy buena. Recomendado."
"July 16, 2018",50,Lugar mágico!,"Excelente lugar para comer, bailar, divertirse y pasar un momento diferente! Un lugar nunca visto en cuanto a ambientación...💖💫😍🎉."
"July 14, 2018",50,Cena con colegas,"Cena de colegas, excelente la comida, el lugar muy entretenido, definitivamente lo visitaría otra vez"
"July 10, 2018",50,Un lugar espectacular!!,"Un lugar divertido, colorido, agradable, con una gastronomía deliciosa y variada, una atención esmerada y excelente música."
"July 10, 2018",20,$1.000 bocado de aguacate! Juzguen ustedes,Por 4 pedacitos de aguacate cobran un extra de $4.000 en la ensalada. Ósea cada bocado a $1.000. Abusan!!!!
"June 27, 2018",40,Un lujo,un ambiente increíblemente decorado.... La comida exquisita... La atención inmejorable... Los tres niveles te llevan a vivir instancias de ensueños...
"June 19, 2018",50,Vacaciones,Lugar emblematico y muy concurrido. Excelente variedad de comida y de actividad. Excelwnte. Hay que visitarlo.
"June 18, 2018",50,Excelente,Excelente opción siempre para compartir con amigos y familia. Las entradas son increibles. Recomendado
"June 4, 2018",50,Divertido y sabroso,"La atención es muy buena y la comida rica osobuco, arepa, lomo... Todo lo que ordenes te va a agradar"
"May 31, 2018",50,Imperdible,"Un excelente lugar para distintas actividades, profesionales, alimentación y relajo! Fantástico y altamente recomendable."
"May 26, 2018",50,Día de los maestros de Cajica,"Mágico lugar, Excelente restaurante, decoración original, deliciosos platos, buena música, y maravillosa elección"
